,loss,acc,val-loss,val-acc
0,0.6890905326604844,0.5573437213897705,0.7422052158249749,0.6379629373550415
1,0.5940120592713356,0.6814062595367432,0.6114589467092797,0.7309259176254272
2,0.5360826474428176,0.7171875238418579,0.8093791217715652,0.712592601776123
3,0.5020515358448029,0.7540624737739563,0.49582227126315787,0.7737036943435669
4,0.45399637311697005,0.7912499904632568,0.4249518359148944,0.8077777624130249
5,0.4292742571234703,0.8050000071525574,0.6191306125234675,0.7487037181854248
6,0.4199631899595261,0.8084375262260437,0.3882278416443754,0.8440740704536438
7,0.399210584461689,0.8243749737739563,0.502798620749403,0.7940740585327148
8,0.3481650532782078,0.8479687571525574,0.4431333431491145,0.8027777671813965
9,0.34182083219289777,0.8529687523841858,0.43533778963265596,0.8148148059844971
10,0.3267840914428234,0.8548437356948853,0.4606885904515231,0.7996296286582947
11,0.31183441147208213,0.860156238079071,0.5133072198541077,0.7922222018241882
12,0.3101942563056946,0.87109375,0.6081755271664372,0.7992592453956604
13,0.2882051199674606,0.8785937428474426,0.5442204039405893,0.7861111164093018
14,0.25771658927202223,0.8934375047683716,0.549159538966638,0.8009259104728699
15,0.24345869228243827,0.8968750238418579,0.611420343319575,0.7651851773262024
16,0.24905457355082036,0.8960937261581421,0.459165812642486,0.7900000214576721
