,loss,acc,val-loss,val-acc
0,0.6483751571178437,0.6028125286102295,0.5494154011591886,0.7002564072608948
1,0.5598615345358848,0.7099999785423279,0.5589985488316952,0.7257692217826843
2,0.4450813546776772,0.7889062762260437,0.5055077144732842,0.7448717951774597
3,0.39111446782946585,0.8206250071525574,0.6826433867980273,0.6905128359794617
4,0.34235824570059775,0.8481249809265137,0.580588087439537,0.7316666841506958
5,0.30281058713793757,0.8698437213897705,0.5627035257908014,0.7312820553779602
6,0.26799763143062594,0.8860937356948853,0.5897630850474039,0.759871780872345
7,0.23162825778126717,0.9039062261581421,0.6511477205233697,0.7721794843673706
8,0.22246544890105724,0.9092187285423279,0.5665788188194617,0.7506410479545593
9,0.20751838341355325,0.9145312309265137,0.6745470288472298,0.777179479598999
10,0.1705854719877243,0.9325000047683716,0.6051740787732296,0.7599999904632568
11,0.17664535127580167,0.9275000095367432,0.6192918664369828,0.7596153616905212
12,0.1488438996579498,0.9449999928474426,0.5406293372313181,0.7919231057167053
