,loss,acc,val-loss,val-acc
0,0.6789342606067658,0.5676562786102295,0.6988820808905142,0.6714814901351929
1,0.9087174433469772,0.6095312237739563,0.7023398456750093,0.4866666793823242
2,0.5975285905599594,0.6729687452316284,0.5102099831457492,0.745555579662323
3,0.4273680891096592,0.8031250238418579,0.5141495510383889,0.7681481242179871
4,0.3970497316122055,0.8157812356948853,0.5406349428274013,0.7657407522201538
5,0.3796000888943672,0.8293750286102295,0.5020491867153732,0.789814829826355
6,0.342474060356617,0.8475000262260437,0.4731616582031603,0.7953703999519348
7,0.3354364813864231,0.8598437309265137,0.4094739313478823,0.8268518447875977
8,0.28145194083452224,0.87890625,0.45627862877315944,0.8146296143531799
9,0.27811966389417647,0.8832812309265137,0.37286544149672546,0.8577777743339539
10,0.26103125005960465,0.8885937333106995,0.3922306365436978,0.8442592620849609
11,0.2482041485607624,0.8995312452316284,0.4710532548250975,0.8357407450675964
12,0.2227545603364706,0.90625,0.4648401066660881,0.8507407307624817
13,0.20556252457201482,0.9192187786102295,0.4258769987909882,0.8177777528762817
14,0.17064420834183694,0.9318749904632568,0.5673218264623925,0.7937036752700806
15,0.16668832909315826,0.9339062571525574,0.5951132912326742,0.8244444727897644
16,0.1705390901863575,0.9345312714576721,0.6361956778499815,0.8070370554924011
17,0.16984520524740218,0.93359375,0.6215150941301275,0.8109259009361267
18,0.14685452081263065,0.9446874856948853,0.7007013658682505,0.8240740895271301
19,0.12830839291214943,0.9557812213897705,0.5772265747741416,0.8662962913513184
