,loss,acc,val-loss,val-acc
0,0.713447590470314,0.5518749952316284,0.6469267441166772,0.644444465637207
1,1.0031101495027541,0.538281261920929,0.6855221876391658,0.47907406091690063
2,0.6673931005597115,0.5987499952316284,0.6406907693103507,0.6674073934555054
3,0.5020623847842216,0.7476562261581421,0.655171690163789,0.6857407689094543
4,0.42573784589767455,0.8070312738418579,0.44419141279326546,0.7875925898551941
5,0.39037145584821703,0.8185937404632568,0.5412829054726495,0.7757407426834106
6,0.34477180868387225,0.8414062261581421,0.5479267421695921,0.7609259486198425
7,0.3350503246486187,0.8590624928474426,0.46982810784269263,0.8075925707817078
8,0.2885770088434219,0.8799999952316284,0.5415034492810568,0.7972221970558167
9,0.2926840238273144,0.8785937428474426,0.5649633374479082,0.7653703689575195
10,0.2379477660357952,0.899218738079071,0.5070709922799358,0.8509259223937988
11,0.23863203927874566,0.9039062261581421,0.4776007836615598,0.8118518590927124
12,0.2080159716308117,0.9192187786102295,0.456905207976147,0.8194444179534912
13,0.19390317641198634,0.9237499833106995,0.4113704598060361,0.8342592716217041
14,0.17732248537242412,0.9312499761581421,0.6141912843342181,0.7998148202896118
15,0.15681813448667525,0.9432812333106995,0.5741256028413773,0.834074079990387
16,0.1453844638541341,0.9468749761581421,0.5883823765648736,0.8346296548843384
17,0.15434809386730194,0.9404687285423279,0.7446016608564942,0.789814829826355
18,0.13457658749073745,0.9503124952316284,0.6288090392395302,0.8620370626449585
19,0.12994553929194808,0.9542187452316284,0.4749676612792192,0.8359259366989136
20,0.11481523986905813,0.9579687714576721,0.8746000864991436,0.8281481266021729
21,0.11624230990186334,0.9556249976158142,0.5926516817675697,0.8374074101448059
22,0.10565374650061131,0.960156261920929,0.7477151608025586,0.8174074292182922
23,0.12095165902748704,0.956250011920929,0.6392559403622592,0.8161110877990723
24,0.14350664854049683,0.9449999928474426,0.6251643482181761,0.8314814567565918
25,0.1194781332463026,0.9596874713897705,0.5252058787478341,0.8031481504440308
26,0.12109485909342765,0.9557812213897705,0.6330686081890706,0.8344444632530212
27,0.09852346294559539,0.9649999737739563,0.5047028616622642,0.7979629635810852
28,0.0895492144022137,0.9678124785423279,0.5833739594176963,0.8327777981758118
